Setup,Model,MAE_mean,MAE_std,R2_mean,R2_std
Traditional + BERT + DLATK,Ridge,3.685771428659971,0.7231795118830673,-0.14088174725448557,0.1645576265521681
Traditional + BERT + DLATK,RandomForest,3.4243579578628074,0.561616086931639,0.013601140222255958,0.10488348512545763
Traditional + BERT + DLATK,GradientBoosting,3.6207011626900276,0.49014674029752225,-0.14822654789211792,0.16768034336360232
Traditional + BERT + DLATK,XGBoost,3.4523265838623045,0.48615478736582185,-0.038723874092102054,0.14077353470917597
Traditional + BERT + DLATK,LightGBM,3.7121161797369355,0.5716836552631953,-0.15733105032971656,0.04271241013611658
Traditional + BERT + DLATK,CatBoost,3.35071854577989,0.5238375937355245,0.02556713889325877,0.1528592275970289
