item_id,title,transcript_url,recording_year,branch,download_status,local_path
afc2001001_27737,Roger Hal McKain Collection,https://tile.loc.gov/storage-services/service/vhp/0277/027737/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_27737.xml
afc2001001_27521,Kenneth Earl Hoffman Collection,https://tile.loc.gov/storage-services/service/vhp/0275/027521/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_27521.xml
afc2001001_48922,V. Scott Gough Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048922/mv0001.xml,2007,wasp (women airforce service pilots),ok,data\vhp_transcripts\afc2001001_48922.xml
afc2001001_04956,Joseph Walter Michalec Collection,https://tile.loc.gov/storage-services/service/vhp/0049/004956/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_04956.xml
afc2001001_48907,William Amos Minner Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048907/mv0001.xml,2007,army,ok,data\vhp_transcripts\afc2001001_48907.xml
afc2001001_01504,Phillip C. Vincello Collection,https://tile.loc.gov/storage-services/service/vhp/0015/001504/sr0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_01504.xml
afc2001001_04955,Leonard Kiesel Collection,https://tile.loc.gov/storage-services/service/vhp/0049/004955/sr0001.xml,2003,marine corps,ok,data\vhp_transcripts\afc2001001_04955.xml
afc2001001_01519,Raymond E. Tuwalski Collection,https://tile.loc.gov/storage-services/service/vhp/0015/001519/sr0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_01519.xml
afc2001001_07617,Thomas Stillisano Collection,https://tile.loc.gov/storage-services/service/vhp/0076/007617/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_07617.xml
afc2001001_09513,Leonard R. Carey Collection,https://tile.loc.gov/storage-services/service/vhp/0095/009513/sr0001.xml,2004,navy,ok,data\vhp_transcripts\afc2001001_09513.xml
afc2001001_07679,Edward Frank DeFoe Collection,https://tile.loc.gov/storage-services/service/vhp/0076/007679/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_07679.xml
afc2001001_01499,Raymond E. Kellogg Collection,https://tile.loc.gov/storage-services/service/vhp/0014/001499/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_01499.xml
afc2001001_24159,Ellis Barklow Collection,https://tile.loc.gov/storage-services/service/vhp/0241/024159/sr0001.xml,2005,navy,ok,data\vhp_transcripts\afc2001001_24159.xml
afc2001001_23448,Norton Norr Collection,https://tile.loc.gov/storage-services/service/vhp/0234/023448/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_23448.xml
afc2001001_07606,Orlando Kelch Collection,https://tile.loc.gov/storage-services/service/vhp/0076/007606/sr0001.xml,2003,army air forces/corps,ok,data\vhp_transcripts\afc2001001_07606.xml
afc2001001_11278,Frank Dominic Furiga Collection,https://tile.loc.gov/storage-services/service/vhp/0112/011278/sr0001.xml,2004,army air forces/corps,ok,data\vhp_transcripts\afc2001001_11278.xml
afc2001001_07730,Lawrence Lewis Verga Collection,https://tile.loc.gov/storage-services/service/vhp/0077/007730/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_07730.xml
afc2001001_12523,Martha Putney Collection,https://tile.loc.gov/storage-services/service/vhp/0125/012523/mv0001.xml,2004,waac (women's army auxiliary corps),ok,data\vhp_transcripts\afc2001001_12523.xml
afc2001001_20428,Eugene Michael Hardy Collection,https://tile.loc.gov/storage-services/service/vhp/0204/020428/sr0001.xml,2004,navy,ok,data\vhp_transcripts\afc2001001_20428.xml
afc2001001_48903,Raymond Lee Holder Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048903/mv0001.xml,2007,navy,ok,data\vhp_transcripts\afc2001001_48903.xml
afc2001001_62777,Roy Clifford McGinnis Collection,https://tile.loc.gov/storage-services/service/vhp/0627/062777/sr0001.xml,2009,army,ok,data\vhp_transcripts\afc2001001_62777.xml
afc2001001_00869,Thomas E. Morrison Collection,https://tile.loc.gov/storage-services/service/vhp/0008/000869/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_00869.xml
afc2001001_20719,Richard Wendell Johnson Collection,https://tile.loc.gov/storage-services/service/vhp/0207/020719/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_20719.xml
afc2001001_04736,Bobby J. Wallace Collection,https://tile.loc.gov/storage-services/service/vhp/0047/004736/mv0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_04736.xml
afc2001001_48896,William T. McClafferty Collection,https://tile.loc.gov/storage-services/service/vhp/0488/048896/mv0001.xml,2007,navy,ok,data\vhp_transcripts\afc2001001_48896.xml
afc2001001_03530,Curtis A. Gadd Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003530/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_03530.xml
afc2001001_03525,"Dante S. Zarlenga, Sr. Collection",https://tile.loc.gov/storage-services/service/vhp/0035/003525/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_03525.xml
afc2001001_82134,Richard Albert Koepke Collection,https://tile.loc.gov/storage-services/service/vhp/0821/082134/sr0001.xml,2012,army,ok,data\vhp_transcripts\afc2001001_82134.xml
afc2001001_23437,Basil Crimaldi Collection,https://tile.loc.gov/storage-services/service/vhp/0234/023437/sr0001.xml,2005,army,ok,data\vhp_transcripts\afc2001001_23437.xml
afc2001001_52713,Francis S. Nero Collection,https://tile.loc.gov/storage-services/service/vhp/0527/052713/mv0001.xml,2008,army,ok,data\vhp_transcripts\afc2001001_52713.xml
afc2001001_60627,"Watson Cottrell Warriner, Sr. Collection",https://tile.loc.gov/storage-services/service/vhp/0606/060627/mv0001.xml,2008,unknown,ok,data\vhp_transcripts\afc2001001_60627.xml
afc2001001_21011,Arthur A. Parr Collection,https://tile.loc.gov/storage-services/service/vhp/0210/021011/sr0001.xml,2005,army,ok,data\vhp_transcripts\afc2001001_21011.xml
afc2001001_52739,Bernard A. Nutter Collection,https://tile.loc.gov/storage-services/service/vhp/0527/052739/mv0001.xml,2008,marine corps,ok,data\vhp_transcripts\afc2001001_52739.xml
afc2001001_05226,Clayton Rippey Collection,https://tile.loc.gov/storage-services/service/vhp/0052/005226/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_05226.xml
afc2001001_48370,Suzanne Schlegel Collection,https://tile.loc.gov/storage-services/service/vhp/0483/048370/sr0001.xml,2007,unknown,ok,data\vhp_transcripts\afc2001001_48370.xml
afc2001001_27732,Roy Hendrickson Collection,https://tile.loc.gov/storage-services/service/vhp/0277/027732/sr0001.xml,2005,navy,ok,data\vhp_transcripts\afc2001001_27732.xml
afc2001001_09512,Jack Marine Houghtlin Collection,https://tile.loc.gov/storage-services/service/vhp/0095/009512/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_09512.xml
afc2001001_38558,Joseph E. Davis Collection,https://tile.loc.gov/storage-services/service/vhp/0385/038558/sr0001.xml,2006,army,ok,data\vhp_transcripts\afc2001001_38558.xml
afc2001001_00177,George M. Van Sant Collection,https://tile.loc.gov/storage-services/service/vhp/0001/000177/sr0001.xml,2002,marine corps,ok,data\vhp_transcripts\afc2001001_00177.xml
afc2001001_20409,George E. McMillen Collection,https://tile.loc.gov/storage-services/service/vhp/0204/020409/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_20409.xml
afc2001001_01506,Charles W. Olson Collection,https://tile.loc.gov/storage-services/service/vhp/0015/001506/sr0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_01506.xml
afc2001001_49679,Richard Francis Adams Collection,https://tile.loc.gov/storage-services/service/vhp/0496/049679/mv0001.xml,2007,army,ok,data\vhp_transcripts\afc2001001_49679.xml
afc2001001_09564,Edmund E. Kuivila Collection,https://tile.loc.gov/storage-services/service/vhp/0095/009564/sr0001.xml,2004,army air forces/corps,ok,data\vhp_transcripts\afc2001001_09564.xml
afc2001001_04952,John Szakacs Collection,https://tile.loc.gov/storage-services/service/vhp/0049/004952/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_04952.xml
afc2001001_07724,Edwin B. Leferink Collection,https://tile.loc.gov/storage-services/service/vhp/0077/007724/sr0001.xml,2003,army air forces/corps,ok,data\vhp_transcripts\afc2001001_07724.xml
afc2001001_27523,Gaeton A. Lanese Collection,https://tile.loc.gov/storage-services/service/vhp/0275/027523/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_27523.xml
afc2001001_18257,Edward Theodore Bartkiewicz Collection,https://tile.loc.gov/storage-services/service/vhp/0182/018257/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_18257.xml
afc2001001_20709,Warren Alden Blower Collection,https://tile.loc.gov/storage-services/service/vhp/0207/020709/sr0001.xml,2004,army air forces/corps,ok,data\vhp_transcripts\afc2001001_20709.xml
afc2001001_00866,"Gustav Enyedy, Jr. Collection",https://tile.loc.gov/storage-services/service/vhp/0008/000866/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_00866.xml
afc2001001_15980,Stephen Swidarski Collection,https://tile.loc.gov/storage-services/service/vhp/0159/015980/sr0001.xml,2004,army air forces/corps,ok,data\vhp_transcripts\afc2001001_15980.xml
afc2001001_48894,William T. McLaughlin Collection,https://tile.loc.gov/storage-services/service/vhp/0488/048894/mv0001.xml,2007,air force,ok,data\vhp_transcripts\afc2001001_48894.xml
afc2001001_73732,Vernon A. Spencer Collection,https://tile.loc.gov/storage-services/service/vhp/0737/073732/mv0001.xml,2010,navy,ok,data\vhp_transcripts\afc2001001_73732.xml
afc2001001_20993,"Dallas D. Smith, Jr. Collection",https://tile.loc.gov/storage-services/service/vhp/0209/020993/sr0001.xml,2005,navy,ok,data\vhp_transcripts\afc2001001_20993.xml
afc2001001_07610,George J. Kraincic Collection,https://tile.loc.gov/storage-services/service/vhp/0076/007610/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_07610.xml
afc2001001_23447,"William H. Kelly, Jr. Collection",https://tile.loc.gov/storage-services/service/vhp/0234/023447/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_23447.xml
afc2001001_48885,Andrew Gibson Knox Collection,https://tile.loc.gov/storage-services/service/vhp/0488/048885/mv0001.xml,2007,army air forces/corps,ok,data\vhp_transcripts\afc2001001_48885.xml
afc2001001_23457,Raymond L. Aten Collection,https://tile.loc.gov/storage-services/service/vhp/0234/023457/sr0001.xml,2005,navy,ok,data\vhp_transcripts\afc2001001_23457.xml
afc2001001_48891,Thomas W. Hickman Collection,https://tile.loc.gov/storage-services/service/vhp/0488/048891/mv0001.xml,2007,army,ok,data\vhp_transcripts\afc2001001_48891.xml
afc2001001_21017,Robert C. Walton Collection,https://tile.loc.gov/storage-services/service/vhp/0210/021017/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_21017.xml
afc2001001_00148,Stanley E. Paskan Collection,https://tile.loc.gov/storage-services/service/vhp/0001/000148/sr0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_00148.xml
afc2001001_28399,Harold Cowey Collection,https://tile.loc.gov/storage-services/service/vhp/0283/028399/sr0001.xml,2005,army,ok,data\vhp_transcripts\afc2001001_28399.xml
afc2001001_05556,Martin John Kujala Collection,https://tile.loc.gov/storage-services/service/vhp/0055/005556/sr0001.xml,2003,marine corps,ok,data\vhp_transcripts\afc2001001_05556.xml
afc2001001_20715,Albert J. Yano Collection,https://tile.loc.gov/storage-services/service/vhp/0207/020715/sr0001.xml,2004,army air forces/corps,ok,data\vhp_transcripts\afc2001001_20715.xml
afc2001001_05553,William S. Nehez Collection,https://tile.loc.gov/storage-services/service/vhp/0055/005553/sr0001.xml,2003,air force,ok,data\vhp_transcripts\afc2001001_05553.xml
afc2001001_20432,Clarence Francis Sindy Collection,https://tile.loc.gov/storage-services/service/vhp/0204/020432/sr0001.xml,2004,army air forces/corps,ok,data\vhp_transcripts\afc2001001_20432.xml
afc2001001_04409,George T. Doyle Collection,https://tile.loc.gov/storage-services/service/vhp/0044/004409/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_04409.xml
afc2001001_23439,J. Lawrence Davis Collection,https://tile.loc.gov/storage-services/service/vhp/0234/023439/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_23439.xml
afc2001001_07608,Albert E. Pekrul Collection,https://tile.loc.gov/storage-services/service/vhp/0076/007608/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_07608.xml
afc2001001_02227,Karl George Goff Collection,https://tile.loc.gov/storage-services/service/vhp/0022/002227/sr0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_02227.xml
afc2001001_00479,Robert McClelland Martin Collection,https://tile.loc.gov/storage-services/service/vhp/0004/000479/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_00479.xml
afc2001001_21111,Carl Howland Evans Collection,https://tile.loc.gov/storage-services/service/vhp/0211/021111/sr0001.xml,2005,navy,ok,data\vhp_transcripts\afc2001001_21111.xml
afc2001001_09541,Charles G. Jones Collection,https://tile.loc.gov/storage-services/service/vhp/0095/009541/sr0001.xml,2004,army air forces/corps,ok,data\vhp_transcripts\afc2001001_09541.xml
afc2001001_09822,Jack Leonard Collection,https://tile.loc.gov/storage-services/service/vhp/0098/009822/sr0001.xml,2004,navy,ok,data\vhp_transcripts\afc2001001_09822.xml
afc2001001_04410,Paul L. Carll Collection,https://tile.loc.gov/storage-services/service/vhp/0044/004410/sr0001.xml,2003,army air forces/corps,ok,data\vhp_transcripts\afc2001001_04410.xml
afc2001001_01025,Paul Alexa Collection,https://tile.loc.gov/storage-services/service/vhp/0010/001025/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_01025.xml
afc2001001_02218,Alvin H. Karges Collection,https://tile.loc.gov/storage-services/service/vhp/0022/002218/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_02218.xml
afc2001001_43601,Mary Cummings Jongeward Collection,https://tile.loc.gov/storage-services/service/vhp/0436/043601/sr0001.xml,2007,army,ok,data\vhp_transcripts\afc2001001_43601.xml
afc2001001_10287,Frank Braun Collection,https://tile.loc.gov/storage-services/service/vhp/0102/010287/sr0001.xml,2004,navy,ok,data\vhp_transcripts\afc2001001_10287.xml
afc2001001_00860,Richard M. Becker Collection,https://tile.loc.gov/storage-services/service/vhp/0008/000860/sr0001.xml,2002,navy,ok,data\vhp_transcripts\afc2001001_00860.xml
afc2001001_21256,William Grant Coleman Collection,https://tile.loc.gov/storage-services/service/vhp/0212/021256/mv0001.xml,2005,army,ok,data\vhp_transcripts\afc2001001_21256.xml
afc2001001_03546,Eugene R. Painter Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003546/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_03546.xml
afc2001001_04966,George A. Hanna Collection,https://tile.loc.gov/storage-services/service/vhp/0049/004966/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_04966.xml
afc2001001_07912,Joseph Eugene Dyar Collection,https://tile.loc.gov/storage-services/service/vhp/0079/007912/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_07912.xml
afc2001001_00709,Bob Obendorf Collection,https://tile.loc.gov/storage-services/service/vhp/0007/000709/sr0001.xml,2002,navy,ok,data\vhp_transcripts\afc2001001_00709.xml
afc2001001_01502,Leland O. Carmany Collection,https://tile.loc.gov/storage-services/service/vhp/0015/001502/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_01502.xml
afc2001001_07571,Arthur P. Sibold Collection,https://tile.loc.gov/storage-services/service/vhp/0075/007571/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_07571.xml
afc2001001_10327,W.K. Manchette Collection,https://tile.loc.gov/storage-services/service/vhp/0103/010327/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_10327.xml
afc2001001_03541,Russell Mack Baldwin Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003541/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_03541.xml
afc2001001_27608,Richard E. Adams Collection,https://tile.loc.gov/storage-services/service/vhp/0276/027608/sr0001.xml,2005,navy,ok,data\vhp_transcripts\afc2001001_27608.xml
afc2001001_04828,Inez Harris Collection,https://tile.loc.gov/storage-services/service/vhp/0048/004828/sr0001.xml,2003,unknown,ok,data\vhp_transcripts\afc2001001_04828.xml
afc2001001_03572,Dorothy Rhoades Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003572/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_03572.xml
afc2001001_21007,George John Dorko Collection,https://tile.loc.gov/storage-services/service/vhp/0210/021007/sr0001.xml,2005,marine corps,ok,data\vhp_transcripts\afc2001001_21007.xml
afc2001001_20427,Milton Miller Moncrief Collection,https://tile.loc.gov/storage-services/service/vhp/0204/020427/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_20427.xml
afc2001001_73349,"Benjamin Franklin Pace, Jr. Collection",https://tile.loc.gov/storage-services/service/vhp/0733/073349/sr0001.xml,2010,navy,ok,data\vhp_transcripts\afc2001001_73349.xml
afc2001001_00719,Emily V. Hays Collection,https://tile.loc.gov/storage-services/service/vhp/0007/000719/sr0001.xml,2002,unknown,ok,data\vhp_transcripts\afc2001001_00719.xml
afc2001001_20407,Nathan Kanter Collection,https://tile.loc.gov/storage-services/service/vhp/0204/020407/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_20407.xml
afc2001001_01522,Clarence W. Lindsco Collection,https://tile.loc.gov/storage-services/service/vhp/0015/001522/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_01522.xml
afc2001001_73868,Vincent Ciccone Collection,https://tile.loc.gov/storage-services/service/vhp/0738/073868/mv0001.xml,2010,army air forces/corps,ok,data\vhp_transcripts\afc2001001_73868.xml
afc2001001_03540,Donald W. Stenzel Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003540/sr0001.xml,2003,army air forces/corps,ok,data\vhp_transcripts\afc2001001_03540.xml
afc2001001_00859,Clarence E. Spradling Collection,https://tile.loc.gov/storage-services/service/vhp/0008/000859/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_00859.xml
afc2001001_00695,Felix Magier Collection,https://tile.loc.gov/storage-services/service/vhp/0006/000695/sr0001.xml,2002,navy,ok,data\vhp_transcripts\afc2001001_00695.xml
afc2001001_20411,Harry L. May Collection,https://tile.loc.gov/storage-services/service/vhp/0204/020411/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_20411.xml
afc2001001_52849,John Edward Somerville Collection,https://tile.loc.gov/storage-services/service/vhp/0528/052849/mv0001.xml,2008,army air forces/corps,ok,data\vhp_transcripts\afc2001001_52849.xml
afc2001001_23456,Nicholas S. Vargo Collection,https://tile.loc.gov/storage-services/service/vhp/0234/023456/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_23456.xml
afc2001001_48908,Raymond A. Firmani Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048908/mv0001.xml,2007,army air forces/corps,ok,data\vhp_transcripts\afc2001001_48908.xml
afc2001001_48909,Kenneth C. Madden Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048909/mv0001.xml,2007,army,ok,data\vhp_transcripts\afc2001001_48909.xml
afc2001001_00414,"Ralph Reeves Pyle, Jr. Collection",https://tile.loc.gov/storage-services/service/vhp/0004/000414/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_00414.xml
afc2001001_72729,Clarence C. Dye Collection,https://tile.loc.gov/storage-services/service/vhp/0727/072729/sr0001.xml,2010,marine corps,ok,data\vhp_transcripts\afc2001001_72729.xml
afc2001001_23441,Robert L. Fink Collection,https://tile.loc.gov/storage-services/service/vhp/0234/023441/sr0001.xml,2005,army air forces/corps,ok,data\vhp_transcripts\afc2001001_23441.xml
afc2001001_07603,Sam Edward Buemi Collection,https://tile.loc.gov/storage-services/service/vhp/0076/007603/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_07603.xml
afc2001001_00056,Walter L. Stevens Collection,https://tile.loc.gov/storage-services/service/vhp/0000/000056/mv0001.xml,2002,navy,ok,data\vhp_transcripts\afc2001001_00056.xml
afc2001001_09516,Jack Stoner Collection,https://tile.loc.gov/storage-services/service/vhp/0095/009516/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_09516.xml
afc2001001_01621,Edwin W. Hays Collection,https://tile.loc.gov/storage-services/service/vhp/0016/001621/mv0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_01621.xml
afc2001001_20701,John Philip Mann Collection,https://tile.loc.gov/storage-services/service/vhp/0207/020701/sr0001.xml,2004,air force,ok,data\vhp_transcripts\afc2001001_20701.xml
afc2001001_27127,Walter G. Degrange Collection,https://tile.loc.gov/storage-services/service/vhp/0271/027127/sr0001.xml,2005,navy,ok,data\vhp_transcripts\afc2001001_27127.xml
afc2001001_48905,James Otis Handy Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048905/mv0001.xml,2007,army air forces/corps,ok,data\vhp_transcripts\afc2001001_48905.xml
afc2001001_10500,Keith K. Kearnes Collection,https://tile.loc.gov/storage-services/service/vhp/0105/010500/sr0001.xml,2004,army,ok,data\vhp_transcripts\afc2001001_10500.xml
afc2001001_53359,Atwood Rawlin Timmons Collection,https://tile.loc.gov/storage-services/service/vhp/0533/053359/mv0001.xml,2008,army air forces/corps,ok,data\vhp_transcripts\afc2001001_53359.xml
afc2001001_06022,Howard Finley Bolton Collection,https://tile.loc.gov/storage-services/service/vhp/0060/006022/mv0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_06022.xml
afc2001001_33358,Fred Luther Baker Collection,https://tile.loc.gov/storage-services/service/vhp/0333/033358/sr0001.xml,2006,navy,ok,data\vhp_transcripts\afc2001001_33358.xml
afc2001001_27090,Virgil V. Roe Collection,https://tile.loc.gov/storage-services/service/vhp/0270/027090/sr0001.xml,2005,unknown,ok,data\vhp_transcripts\afc2001001_27090.xml
afc2001001_08362,Wallace F. Cavett Collection,https://tile.loc.gov/storage-services/service/vhp/0083/008362/sr0001.xml,2003,marine corps,ok,data\vhp_transcripts\afc2001001_08362.xml
afc2001001_03357,Rene J. Defourneaux Collection,https://tile.loc.gov/storage-services/service/vhp/0033/003357/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_03357.xml
afc2001001_66390,Jay Irvin Gaynor Collection,https://tile.loc.gov/storage-services/service/vhp/0663/066390/sr0001.xml,2009,army,ok,data\vhp_transcripts\afc2001001_66390.xml
afc2001001_48887,Joseph L. Marshall Collection,https://tile.loc.gov/storage-services/service/vhp/0488/048887/mv0001.xml,2007,air force,ok,data\vhp_transcripts\afc2001001_48887.xml
afc2001001_02215,Jarman G. Kennard Collection,https://tile.loc.gov/storage-services/service/vhp/0022/002215/sr0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_02215.xml
afc2001001_14844,Robert W. Schoning Collection,https://tile.loc.gov/storage-services/service/vhp/0148/014844/sr0001.xml,2004,marine corps,ok,data\vhp_transcripts\afc2001001_14844.xml
afc2001001_01517,Arthur W. Gedeon Collection,https://tile.loc.gov/storage-services/service/vhp/0015/001517/sr0001.xml,2002,army air forces/corps,ok,data\vhp_transcripts\afc2001001_01517.xml
afc2001001_37915,Macario Bitonio Collection,https://tile.loc.gov/storage-services/service/vhp/0379/037915/sr0001.xml,2006,navy,ok,data\vhp_transcripts\afc2001001_37915.xml
afc2001001_03576,Roscoe Gill Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003576/sr0001.xml,2003,unknown,ok,data\vhp_transcripts\afc2001001_03576.xml
afc2001001_52861,Charles F. Richards Collection,https://tile.loc.gov/storage-services/service/vhp/0528/052861/mv0001.xml,2008,army,ok,data\vhp_transcripts\afc2001001_52861.xml
afc2001001_05976,Jesse Robert Seeley Collection,https://tile.loc.gov/storage-services/service/vhp/0059/005976/mv0001.xml,2003,army air forces/corps,ok,data\vhp_transcripts\afc2001001_05976.xml
afc2001001_00947,Arthella R. Anderson Collection,https://tile.loc.gov/storage-services/service/vhp/0009/000947/sr0001.xml,2002,unknown,ok,data\vhp_transcripts\afc2001001_00947.xml
afc2001001_27610,Don Egolf Collection,https://tile.loc.gov/storage-services/service/vhp/0276/027610/sr0001.xml,2005,army,ok,data\vhp_transcripts\afc2001001_27610.xml
afc2001001_48901,Harry Ray Shirey Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048901/mv0001.xml,2007,army air forces/corps,ok,data\vhp_transcripts\afc2001001_48901.xml
afc2001001_00825,Dorothy Jeannette Mobley Collection,https://tile.loc.gov/storage-services/service/vhp/0008/000825/sr0001.xml,2002,unknown,ok,data\vhp_transcripts\afc2001001_00825.xml
afc2001001_38438,Ralph Edward Jarratt Collection,https://tile.loc.gov/storage-services/service/vhp/0384/038438/mv0001.xml,2006,air force,ok,data\vhp_transcripts\afc2001001_38438.xml
afc2001001_10343,Marcella Balbach Collection,https://tile.loc.gov/storage-services/service/vhp/0103/010343/sr0001.xml,2004,unknown,ok,data\vhp_transcripts\afc2001001_10343.xml
afc2001001_03526,Jack A. Stout Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003526/sr0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_03526.xml
afc2001001_102918,Lawrence McCulloch Collection,https://tile.loc.gov/storage-services/service/vhp/1029/102918/sr0001.xml,2016,army,ok,data\vhp_transcripts\afc2001001_102918.xml
afc2001001_04709,Glenn Ray Sheridan Collection,https://tile.loc.gov/storage-services/service/vhp/0047/004709/mv0001.xml,2003,navy,ok,data\vhp_transcripts\afc2001001_04709.xml
afc2001001_03549,Herbert Norman Shure Collection,https://tile.loc.gov/storage-services/service/vhp/0035/003549/sr0001.xml,2003,army air forces/corps,ok,data\vhp_transcripts\afc2001001_03549.xml
afc2001001_09009,Ed Godwin Collection,https://tile.loc.gov/storage-services/service/vhp/0090/009009/mv0001.xml,2004,navy,ok,data\vhp_transcripts\afc2001001_09009.xml
afc2001001_10458,"Ewing Rabb Emison, Jr. Collection",https://tile.loc.gov/storage-services/service/vhp/0104/010458/sr0001.xml,2004,navy,ok,data\vhp_transcripts\afc2001001_10458.xml
afc2001001_28315,Julian M. Hamed Collection,https://tile.loc.gov/storage-services/service/vhp/0283/028315/sr0001.xml,2005,army,ok,data\vhp_transcripts\afc2001001_28315.xml
afc2001001_67942,Henry Walker McIver Collection,https://tile.loc.gov/storage-services/service/vhp/0679/067942/pm0001.xml,2009,army,ok,data\vhp_transcripts\afc2001001_67942.xml
afc2001001_04406,Ralph L. Jessop Collection,https://tile.loc.gov/storage-services/service/vhp/0044/004406/sr0001.xml,2003,army,ok,data\vhp_transcripts\afc2001001_04406.xml
afc2001001_01702,"John Timothy O'Donnell, Jr. Collection",https://tile.loc.gov/storage-services/service/vhp/0017/001702/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_01702.xml
afc2001001_52895,Vaughn Brown Russell Collection,https://tile.loc.gov/storage-services/service/vhp/0528/052895/mv0001.xml,2008,marine corps,ok,data\vhp_transcripts\afc2001001_52895.xml
afc2001001_00463,Walter John Walko Collection,https://tile.loc.gov/storage-services/service/vhp/0004/000463/sr0001.xml,2002,army,ok,data\vhp_transcripts\afc2001001_00463.xml
afc2001001_52884,Andre G. Beaumont Collection,https://tile.loc.gov/storage-services/service/vhp/0528/052884/mv0001.xml,2008,army,ok,data\vhp_transcripts\afc2001001_52884.xml
afc2001001_48900,John E. Ross Collection,https://tile.loc.gov/storage-services/service/vhp/0489/048900/mv0001.xml,2007,navy,ok,data\vhp_transcripts\afc2001001_48900.xml
